Event Id,Year,Month,Country,Region,State,City,Attack Type,Target,Nation,Gang Name,Weapon,Weapon Type
1.97E+11,1975,4,Argentina,South America,Buenos Aires,Buenos Aires,Bombing/Explosion,Government (Diplomatic),Great Britain,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,4,Mexico,North America,,Mexico City,Armed Assault,Business,Mexico,23rd of September Communist League,5,Firearms
1.97E+11,1975,4,United Kingdom,Western Europe,Northern Ireland,Portadown,Assassination,Private Citizens & Property,Northern Ireland,Irish Republican Extremists,5,Firearms
1.97E+11,1975,4,United Kingdom,Western Europe,Northern Ireland,Lurgan,Armed Assault,Private Citizens & Property,Northern Ireland,Protestant extremists,5,Firearms
1.97E+11,1975,4,United States,North America,Colorado,Denver,Bombing/Explosion,Government (General),United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,4,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Terrorists/Non-State Militia,Northern Ireland,Irish National Liberation Army (INLA),5,Firearms
1.97E+11,1975,4,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,People's Liberation Army (Northern Ireland),5,Firearms
1.97E+11,1975,4,United States,North America,Colorado,Denver,Bombing/Explosion,Business,United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,4,West Germany (FRG),Western Europe,Berlin,West Berlin,Bombing/Explosion,Police,Germany,Revolutionary Cells,6,Explosives/Bombs/Dynamite
1.97E+11,1975,4,West Germany (FRG),Western Europe,Rhineland-Palatinate,Ludwigshafen,Bombing/Explosion,NGO,Germany,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,4,West Germany (FRG),Western Europe,Rhineland-Palatinate,Mainz,Bombing/Explosion,Business,Germany,Revolutionary Cells,6,Explosives/Bombs/Dynamite
1.97E+11,1975,4,El Salvador,Central America & Caribbean,,San Salvador,Armed Assault,Police,El Salvador,People's Revolutionary Army (ERP) (El Salvador),5,Firearms
1.97E+11,1975,5,Venezuela,South America,Caracas,Caracas,Hostage Taking (Kidnapping),Private Citizens & Property,Venezuela,Red Flag (Venezuela),13,Unknown
1.97E+11,1975,5,Spain,Western Europe,Madrid,Madrid,Facility/Infrastructure Attack,Business,United States,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,5,Spain,Western Europe,Valencia,Valencia,Facility/Infrastructure Attack,Business,United States,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,5,Venezuela,South America,Caracas,Caracas,Bombing/Explosion,Government (General),Venezuela,Red Flag (Venezuela),6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,West Germany (FRG),Western Europe,Berlin,West Berlin,Bombing/Explosion,Private Citizens & Property,Germany,Revolutionary Cells,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,West Germany (FRG),Western Europe,Rhineland-Palatinate,Ludwigshafen am Rhein,Bombing/Explosion,Private Citizens & Property,Germany,Revolutionary Cells,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,West Germany (FRG),Western Europe,Rhineland-Palatinate,Mainz,Bombing/Explosion,Private Citizens & Property,Germany,Revolutionary Cells,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Spain,Western Europe,Madrid,Madrid,Bombing/Explosion,Private Citizens & Property,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Spain,Western Europe,Madrid,Madrid,Facility/Infrastructure Attack,Business,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,5,Spain,Western Europe,Madrid,Madrid,Facility/Infrastructure Attack,Business,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,5,Spain,Western Europe,Barcelona,Barcelona,Armed Assault,Police,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,5,Spain,Western Europe,Barcelona,Barcelona,Facility/Infrastructure Attack,Police,Spain,Unknown,8,Incendiary
1.97E+11,1975,5,Spain,Western Europe,Valencia,Valencia,Facility/Infrastructure Attack,Business,France,Unknown,8,Incendiary
1.97E+11,1975,5,Spain,Western Europe,Navarre,Pamplona,Facility/Infrastructure Attack,Business,Spain,Unknown,8,Incendiary
1.97E+11,1975,5,Spain,Western Europe,Biscay,Galdacano,Bombing/Explosion,Private Citizens & Property,Spain,Basque Fatherland and Freedom (ETA),6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Spain,Western Europe,Madrid,Madrid,Bombing/Explosion,Business,France,Revolutionary Patriotic Anti-Fascist Front (FRAP),6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Spain,Western Europe,Barcelona,Barcelona,Facility/Infrastructure Attack,Business,Spain,Unknown,8,Incendiary
1.97E+11,1975,5,United States,North America,California,Sacramento,Bombing/Explosion,Police,United States,New World Liberation Front (NWLF),6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Spain,Western Europe,Madrid,Madrid,Armed Assault,Transportation,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,5,United States,North America,California,Santa Monica,Bombing/Explosion,Government (General),United States,Cuban Action,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Terrorists/Non-State Militia,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1975,5,France,Western Europe,Haut-Rhin,Fessenheim,Bombing/Explosion,Utilities,France,Meinhof-Puig-Antich Group,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Spain,Western Europe,Valladolid,Valladolid,Armed Assault,Private Citizens & Property,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,5,Spain,Western Europe,Valladolid,Valladolid,Armed Assault,Private Citizens & Property,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,5,Spain,Western Europe,Valladolid,Valladolid,Armed Assault,Private Citizens & Property,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,5,Mexico,North America,,Mexico City,Armed Assault,Business,Mexico,23rd of September Communist League,5,Firearms
1.97E+11,1975,5,Spain,Western Europe,Biscay,Guernica,Assassination,Military,Spain,Basque Fatherland and Freedom (ETA),5,Firearms
1.97E+11,1975,5,Italy,Western Europe,Lazio,Rome,Hostage Taking (Kidnapping),Government (General),Italy,Armed Proletarian Nuclei (NAP),13,Unknown
1.97E+11,1975,5,Spain,Western Europe,Biscay,Bilbao,Assassination,Police,Spain,Basque Fatherland and Freedom (ETA),5,Firearms
1.97E+11,1975,5,France,Western Europe,Paris,Paris,Bombing/Explosion,Business,United States,International Revolutionary Action Group (GARI),6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,United States,North America,California,Los Angeles,Bombing/Explosion,Business,United States,Cuban Action,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Colombia,South America,Bogota,Bogota,Assassination,Police,Colombia,Popular Liberation Army (EPL),5,Firearms
1.97E+11,1975,5,United States,North America,California,Berkeley,Bombing/Explosion,Business,United States,New World Liberation Front (NWLF),6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,United States,North America,District of Columbia,Washington,Bombing/Explosion,Government (Diplomatic),Mexico,The Scorpion,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,United States,North America,District of Columbia,Washington,Bombing/Explosion,Business,Soviet Union,The Scorpion,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Spain,Western Europe,Biscay,Bilbao,Armed Assault,Business,Spain,Basque Fatherland and Freedom (ETA),5,Firearms
1.97E+11,1975,5,Spain,Western Europe,Biscay,Bilbao,Armed Assault,Business,Spain,Unknown,5,Firearms
1.97E+11,1975,5,Spain,Western Europe,Biscay,Bilbao,Armed Assault,Business,Spain,Unknown,5,Firearms
1.97E+11,1975,5,Spain,Western Europe,Biscay,Bilbao,Armed Assault,Business,Spain,Argentine Anticommunist Alliance (AAA),5,Firearms
1.97E+11,1975,5,United Kingdom,Western Europe,Northern Ireland,Londonderry,Assassination,Police,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1975,5,United States,North America,Florida,Miami,Bombing/Explosion,Private Citizens & Property,United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Argentina,South America,Buenos Aires,Buenos Aires,Bombing/Explosion,Business,Netherlands,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Spain,Western Europe,Madrid,Madrid,Bombing/Explosion,Government (General),Spain,Catalan Liberation Front (FAC),6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Spain,Western Europe,Madrid,Madrid,Bombing/Explosion,Business,Spain,Catalan Liberation Front (FAC),6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Spain,Western Europe,Gipuzcoa,Donostia-San Sebastian,Armed Assault,Business,Spain,Basque Fatherland and Freedom (ETA),5,Firearms
1.97E+11,1975,5,United States,North America,Florida,Miami,Bombing/Explosion,Business,United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Spain,Western Europe,Biscay,Guernica,Assassination,Police,Spain,Basque Fatherland and Freedom (ETA),5,Firearms
1.97E+11,1975,5,Spain,Western Europe,Barcelona,Barcelona,Facility/Infrastructure Attack,Airports & Aircraft,United States,Catalan Liberation Front (FAC),8,Incendiary
1.97E+11,1975,5,United Kingdom,Western Europe,Northern Ireland,Castlewellan,Armed Assault,Terrorists/Non-State Militia,Northern Ireland,Ulster Volunteer Force (UVF),9,Melee
1.97E+11,1975,5,Tanzania,Sub-Saharan Africa,Unknown,Unknown,Hostage Taking (Kidnapping),Educational Institution,United States,People's Revolutionary Party (Tanzania),13,Unknown
1.97E+11,1975,5,France,Western Europe,Pyrenees-Atlantiques,Hendaye,Bombing/Explosion,Business,France,Nationalist Intervention Group,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,United States,North America,California,San Quentin,Bombing/Explosion,Business,United States,New World Liberation Front (NWLF),6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Iran,Middle East & North Africa,Tehran,Tehran,Assassination,Private Citizens & Property,Iran,Mujahedin-e Khalq (MEK),5,Firearms
1.97E+11,1975,5,Iran,Middle East & North Africa,Tehran,Tehran,Assassination,Military,United States,Mujahedin-e Khalq (MEK),5,Firearms
1.97E+11,1975,5,France,Western Europe,Paris,Paris,Bombing/Explosion,Business,Switzerland,Meinhof-Puig-Antich Group,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,France,Western Europe,Paris,Paris,Bombing/Explosion,Government (Diplomatic),Sweden,Meinhof-Puig-Antich Group,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,France,Western Europe,Alpes-Maritimes,Nice,Bombing/Explosion,Government (Diplomatic),Germany,Meinhof-Puig-Antich Group,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Iran,Middle East & North Africa,Tehran,Tehran,Bombing/Explosion,Military,Iran,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,France,Western Europe,Paris,Paris,Bombing/Explosion,Tourists,Sweden,Meinhof-Puig-Antich Group,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Turkey,Middle East & North Africa,Istanbul,Istanbul,Bombing/Explosion,Military,United States,Turkish People's Liberation Army,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,United Kingdom,Western Europe,Northern Ireland,Glengormley,Bombing/Explosion,Private Citizens & Property,Northern Ireland,Ulster Volunteer Force (UVF),6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Turkey,Middle East & North Africa,Istanbul,Istanbul,Bombing/Explosion,Military,United States,Turkish People's Liberation Army,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Protestant extremists,5,Firearms
1.97E+11,1975,5,United States,North America,Puerto Rico,San Juan,Bombing/Explosion,Business,Puerto Rico,Fuerzas Armadas de Liberacion Nacional (FALN),6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,United States,North America,Puerto Rico,San Juan,Bombing/Explosion,Business,Puerto Rico,Fuerzas Armadas de Liberacion Nacional (FALN),6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,United States,North America,Puerto Rico,San Juan,Bombing/Explosion,Business,Puerto Rico,Fuerzas Armadas de Liberacion Nacional (FALN),6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,United Kingdom,Western Europe,Northern Ireland,Ballynahone,Bombing/Explosion,Police,Northern Ireland,Irish National Liberation Army (INLA),6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Japan,East Asia,,Nagoya,Bombing/Explosion,Police,Japan,East Asia Anti Japanese Armed Front,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Japan,East Asia,,Tachikawa,Bombing/Explosion,Police,Japan,East Asia Anti Japanese Armed Front,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Spain,Western Europe,Madrid,Madrid,Facility/Infrastructure Attack,Educational Institution,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,5,United Kingdom,Western Europe,Northern Ireland,Gortin,Assassination,Private Citizens & Property,Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms
1.97E+11,1975,5,United States,North America,New York,New York City,Bombing/Explosion,Government (Diplomatic),Mexico,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Spain,Western Europe,Madrid,Madrid,Facility/Infrastructure Attack,Business,United States,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,5,Spain,Western Europe,Madrid,Madrid,Facility/Infrastructure Attack,Military,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,5,United Kingdom,Western Europe,Northern Ireland,Irvinestown,Assassination,Private Citizens & Property,Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms
1.97E+11,1975,5,Spain,Western Europe,Madrid,Madrid,Facility/Infrastructure Attack,Journalists & Media,United States,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,5,France,Western Europe,Seine-Maritime,Le Havre,Assassination,Business,Germany,Baader-Meinhof Group,8,Incendiary
1.97E+11,1975,5,Lebanon,Middle East & North Africa,Beirut,Beirut,Bombing/Explosion,Business,United States,Arab Communist Organization,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Spain,Western Europe,Seville,Sevilla,Facility/Infrastructure Attack,Government (Diplomatic),United States,Unknown,8,Incendiary
1.97E+11,1975,5,Spain,Western Europe,Madrid,Madrid,Facility/Infrastructure Attack,Business,United States,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,5,United States,North America,Washington,Olympia,Bombing/Explosion,Government (General),United States,George Jackson Brigade,6,Explosives/Bombs/Dynamite
1.97E+11,1975,5,Ireland,Western Europe,Louth,Dundalk,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Northern Ireland,Irish Republican Army (IRA),13,Unknown
1.97E+11,1975,6,Spain,Western Europe,Barcelona,Barcelona,Bombing/Explosion,Government (General),Spain,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,Spain,Western Europe,Valencia,Valencia,Facility/Infrastructure Attack,Government (General),Spain,Unknown,8,Incendiary
1.97E+11,1975,6,France,Western Europe,Pyrenees-Atlantiques,Biarritz,Armed Assault,Business,France,Anti-Terrorism ETA (ATE),5,Firearms
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Garrison,Assassination,Private Citizens & Property,Northern Ireland,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,Italy,Western Europe,Lazio,Rome,Bombing/Explosion,Business,United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,Italy,Western Europe,Lazio,Rome,Facility/Infrastructure Attack,Business,United States,Unknown,8,Incendiary
1.97E+11,1975,6,Italy,Western Europe,Lazio,Rome,Bombing/Explosion,Business,United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Killen,Assassination,Private Citizens & Property,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1975,6,Spain,Western Europe,Madrid,Madrid,Facility/Infrastructure Attack,Journalists & Media,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,6,Spain,Western Europe,Madrid,Madrid,Facility/Infrastructure Attack,Business,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,6,France,Western Europe,Paris,Paris,Bombing/Explosion,Private Citizens & Property,France,Nationalist Intervention Group,5,Firearms
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Terrorists/Non-State Militia,Northern Ireland,Official Irish Republican Army (OIRA),5,Firearms
1.97E+11,1975,6,Spain,Western Europe,Unknown,Unknown,Assassination,Police,Spain,Basque Fatherland and Freedom (ETA),5,Firearms
1.97E+11,1975,6,Spain,Western Europe,Barcelona,Barcelona,Armed Assault,Business,Spain,Basque Fatherland and Freedom (ETA),5,Firearms
1.97E+11,1975,6,Peru,South America,Lima,Lima,Bombing/Explosion,Government (Diplomatic),United States,Movement of the Revolutionary Left (MIR) (Peru),6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,United States,North America,California,San Francisco,Assassination,Private Citizens & Property,United States,Tribal Thumb,13,Unknown
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Terrorists/Non-State Militia,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1975,6,Ireland,Western Europe,Cork,Gurranabraher,Assassination,Private Citizens & Property,Ireland,Official Irish Republican Army (OIRA),5,Firearms
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Bombing/Explosion,Terrorists/Non-State Militia,Northern Ireland,Ulster Volunteer Force (UVF),6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,Kenya,Sub-Saharan Africa,Nairobi,Nairobi,Bombing/Explosion,Business,Kenya,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Protestant extremists,6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,Iran,Middle East & North Africa,Razavi Khorasan,Mashhad,Bombing/Explosion,Government (Diplomatic),United States,Mujahedin-e Khalq (MEK),6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,United States,North America,Illinois,Chicago,Bombing/Explosion,Government (General),United States,Fuerzas Armadas de Liberacion Nacional (FALN),6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Police,Northern Ireland,Irish Republican Extremists,5,Firearms
1.97E+11,1975,6,United States,North America,Illinois,Chicago,Bombing/Explosion,Business,United States,Fuerzas Armadas de Liberacion Nacional (FALN),6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,United States,North America,Illinois,Chicago,Bombing/Explosion,Business,United States,Fuerzas Armadas de Liberacion Nacional (FALN),6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,France,Western Europe,Paris,Paris,Bombing/Explosion,Journalists & Media,France,Nationalist Intervention Group,6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,Iran,Middle East & North Africa,Razavi Khorasan,Mashhad,Bombing/Explosion,Government (Diplomatic),Iran,Mujahedin-e Khalq (MEK),6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,Spain,Western Europe,Pontevedra,Vigo,Armed Assault,Police,Spain,Basque Fatherland and Freedom (ETA),5,Firearms
1.97E+11,1975,6,Philippines,Southeast Asia,Metropolitian Manila,Manila,Bombing/Explosion,Airports & Aircraft,Philippines,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,United States,North America,New York,New York City,Bombing/Explosion,Business,United States,"Weather Underground, Weathermen",6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,Guatemala,Central America & Caribbean,,Guatemala city,Armed Assault,Government (Diplomatic),United States,Unknown,5,Firearms
1.97E+11,1975,6,United States,North America,Puerto Rico,San Juan,Bombing/Explosion,Government (General),Puerto Rico,Fuerzas Armadas de Liberacion Nacional (FALN),6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Bombing/Explosion,Private Citizens & Property,Northern Ireland,Protestant Action Group,6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Protestant extremists,5,Firearms
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms
1.97E+11,1975,6,Argentina,South America,Buenos Aires,Buenos Aires,Armed Assault,Military,Argentina,Montoneros (Argentina),5,Firearms
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Antrim,Assassination,Private Citizens & Property,Northern Ireland,Protestant extremists,5,Firearms
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1975,6,Ireland,Western Europe,Kildare,Sallins,Armed Assault,Private Citizens & Property,Ireland,Ulster Volunteer Force (UVF),9,Melee
1.97E+11,1975,6,United States,North America,New York,New York City,Bombing/Explosion,Government (Diplomatic),Yugoslavia,Croatian Nationalists,6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Irish Republican Extremists,5,Firearms
1.97E+11,1975,6,United States,North America,California,Alameda,Bombing/Explosion,Government (General),United States,New World Liberation Front (NWLF),6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,United States,North America,South Dakota,Keystone,Bombing/Explosion,Government (General),United States,American Indian Movement,6,Explosives/Bombs/Dynamite
1.97E+11,1975,6,Spain,Western Europe,Unknown,Unknown,Armed Assault,Transportation,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),5,Firearms
1.97E+11,1975,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms
1.97E+11,1975,6,Lebanon,Middle East & North Africa,Beirut,Beirut,Hostage Taking (Kidnapping),Military,United States,Popular Front for the Liberation of Palestine (PFLP),13,Unknown
1.97E+11,1975,7,Argentina,South America,Tucuman,San Miguel de Tucuman,Bombing/Explosion,Military,Argentina,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),6,Explosives/Bombs/Dynamite
1.97E+11,1975,7,Venezuela,South America,Caracas,Caracas,Bombing/Explosion,Business,Venezuela,Red Flag (Venezuela),6,Explosives/Bombs/Dynamite
1.97E+11,1975,7,Venezuela,South America,Caracas,Caracas,Facility/Infrastructure Attack,Government (General),Venezuela,Red Flag (Venezuela),8,Incendiary
1.97E+11,1975,7,United States,North America,Tennessee,Chattanooga,Armed Assault,Private Citizens & Property,United States,Unknown,5,Firearms
1.97E+11,1975,7,Iran,Middle East & North Africa,Tehran,Tehran,Assassination,Government (Diplomatic),Iran,Mujahedin-e Khalq (MEK),5,Firearms
1.97E+11,1975,7,Spain,Western Europe,Gipuzcoa,Deba,Assassination,Transportation,Spain,Basque Fatherland and Freedom (ETA),5,Firearms
1.97E+11,1975,7,West Germany (FRG),Western Europe,Baden-Wurttemberg,Karlsruhe,Facility/Infrastructure Attack,Government (General),Germany,Unknown,8,Incendiary
1.97E+11,1975,7,United Kingdom,Western Europe,Northern Ireland,Lurgan,Bombing/Explosion,Police,Northern Ireland,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1975,7,Spain,Western Europe,Madrid,Madrid,Armed Assault,Police,Spain,First of October Antifascist Resistance Group (GRAPO),5,Firearms
1.97E+11,1975,7,Spain,Western Europe,Barcelona,Barcelona,Facility/Infrastructure Attack,Business,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,7,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1975,7,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Terrorists/Non-State Militia,Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms
1.97E+11,1975,7,Spain,Western Europe,Madrid,Madrid,Assassination,Police,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),5,Firearms
1.97E+11,1975,7,Ethiopia,Sub-Saharan Africa,Maekel,Asmara,Hostage Taking (Kidnapping),Business,United States,Eritrean Liberation Front,13,Unknown
1.97E+11,1975,7,United States,North America,Ohio,Cleveland,Bombing/Explosion,Government (General),United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,7,United States,North America,California,Los Angeles,Bombing/Explosion,Government (Diplomatic),Mexico,Cuban Action,6,Explosives/Bombs/Dynamite
1.97E+11,1975,7,Argentina,South America,Buenos Aires,Buenos Aires,Assassination,Government (General),Argentina,Montoneros (Argentina),6,Explosives/Bombs/Dynamite
1.97E+11,1975,7,United Kingdom,Western Europe,Northern Ireland,Forkhill,Bombing/Explosion,Military,Great Britain,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1975,7,Spain,Western Europe,Barcelona,Barcelona,Facility/Infrastructure Attack,Police,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,7,United States,North America,District of Columbia,Washington,Bombing/Explosion,Government (Diplomatic),Costa Rica,Cuban Action,6,Explosives/Bombs/Dynamite
1.97E+11,1975,7,Spain,Western Europe,Madrid,Madrid,Assassination,Police,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),5,Firearms
1.97E+11,1975,7,Mexico,North America,,Mexico City,Hostage Taking (Kidnapping),Business,United States,23rd of September Communist League,13,Unknown
1.97E+11,1975,7,Japan,East Asia,,Kasumigaseki,Bombing/Explosion,Police,Japan,East Asia Anti Japanese Armed Front,6,Explosives/Bombs/Dynamite
1.97E+11,1975,7,Spain,Western Europe,Barcelona,Barcelona,Facility/Infrastructure Attack,Business,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),8,Incendiary
1.97E+11,1975,7,United States,North America,California,San Francisco,Bombing/Explosion,Police,United States,Red Guerilla Family,6,Explosives/Bombs/Dynamite
1.97E+11,1975,7,Iran,Middle East & North Africa,Razavi Khorasan,Mashhad,Bombing/Explosion,Government (Diplomatic),Great Britain,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1975,7,Japan,East Asia,,Okinawa,Facility/Infrastructure Attack,Military,Chile,Okinawa Liberation League,8,Incendiary
1.97E+11,1975,7,Philippines,Southeast Asia,Zamboanga del Sur,Malangas,Hostage Taking (Kidnapping),Business,Netherlands,Moro National Liberation Front (MNLF),13,Unknown
1.97E+11,1975,7,France,Western Europe,Paris,Paris,Bombing/Explosion,Other,Algeria,Unknown,6,Explosives/Bombs/Dynamite
